demon	d_deleted	test	t_deleted	start
我买了挺多肉丸的	挺多肉丸	她也是放弃了孩子的上课	孩子的上课	6
我说中了师傅的心思吧	师傅的心思	那个小姑娘现在是学院的收银	学院的收银	8
右边的是我同学	我同学	我睡了一觉醒了	一觉	3
恩那我们周一周二会不会不上课啊	周一周二	你在哪个城市呢	哪个城市	2
这是我的微博	我的微博	我找找他的照片	他的照片	3
你总是能看到营销的本质	营销的本质	贪字头上一把刀	一把刀	4
你的光环是你自己的	你自己的	这是一这是原则问题	原则问题	5
我明天发个短信问他	个短信	对男生你有什么期望呢	什么期望	5
你机票多少钱	多少钱	我周四晚火车	周四晚	1
然后你把钱打到我的支付宝	我的支付宝	队员家长送了张卡	张卡	6
祖上多少代都没这基因	这基因	怀孕不是个好活	个好活	4
成人比赛全是业余的	业余的	我查了那是个退税公司	个退税公司	5
你啥时候来	啥时候	她前一段时间在幼儿园打工	前一段时间	1
这样我会有心理负担	心理负担	我还得赶点东西	点东西	4
个人事情方面我觉得我没什么动力	什么动力	我还在那家电力公司	那家电力公司	3
毒狗的分身有持续时间么	持续时间	我只听过他家的卸妆油	他家的卸妆油	4
友情是体系外额外的东西	体系外额外的东西	我早上收到你短信了	你短信	5
你要是个男的就好了	个男的	她也是放弃了孩子的上课	孩子的上课	6
她眼神有些像你母亲	你母亲	我跟我同事一起弄她的店	她的店	8
法律是道德的最底线	道德的最底线	你啥时候调去的	啥时候	1
我房东下学期有可能搬走	下学期	你昨儿个晚上又做贼去了	昨儿个晚上	1
战争什么时候结束	什么时候	其实穷也是一种幸福	一种幸福	5
他问咱有免税政策嘛	免税政策	我找找他的照片	他的照片	3
那你考虑哪些方面啊	哪些方面	你认识新朋友没	新朋友	3
我怎么觉得我有点晚睡强迫症	点晚睡强迫症	你看社区地图	社区地图	2
你这一大早有点欢列	这一大早	桌面上就有个这个	个这个	5
这个要熊猫的那个	熊猫的那个	你认识新朋友没	新朋友	3
他们家也有十字绣的	十字绣的	那你现在做哪个试验呢	哪个试验	5
我也不知道这事	这事	我没有淘宝账号	淘宝账号	3
我查了那是个退税公司	个退税公司	我先看看他们接不接受境外信用卡	境外信用卡	10
你那边应该就是保洁的了	保洁的	你打下我电话吧	我电话	3
你再看一次我的提问	我的提问	我父母这次去我姐姐家	我姐姐家	6
我说你哥的孩子	你哥的孩子	我在等最新的电池了	最新的电池	3
现在儿子肯定多数听老婆的	老婆的	忠厚保持到生命最后一刻	生命最后一刻	5
你能接受什么价位的	什么价位的	呵呵这是你初恋吗	你初恋	4
我们是小社	小社	我哪有什么关系	什么关系	3
我有你的啊	你的	我比较喜欢头脑对抗	头脑对抗	5
送礼也是个技术活	个技术活	队长最近也是寂寞期了啊	寂寞期	6
你要是个男的就好了	个男的	这是我的微博	我的微博	2
书记今天下午回来	今天下午	你半个月来一次	半个月	1
那必竟是他爸	他爸	这个要熊猫的那个	熊猫的那个	3
哎我也是这个点起来的	这个点	那是理想国	理想国	2
我知道那个地方	那个地方	祖上多少代都没这基因	这基因	7
我房东下学期有可能搬走	下学期	我找找他的照片	他的照片	3
我去了膜拜一下你们的教材	你们的教材	队员家长送了张卡	张卡	6
原来你是个诗人	个诗人	昨天那个阿姐叫什么名字啊	什么名字	7
贪字头上一把刀	一把刀	路由器在我这边	我这边	4
他问咱有免税政策嘛	免税政策	我就开了个台球厅和一个网络公司	个台球厅和一个网络公司	4
其实穷也是一种幸福	一种幸福	我倒是没有考虑过这个问题	这个问题	8
你是说那个图片吗	那个图片	所以你换家医院看看不行吗	家医院	4
我只能找兼职的了	兼职的	你的签名是神马意思啊	神马意思	5
文科基本上生活中有点用	点用	我现在一身汗	一身汗	3
韵韵什么时候	什么时候	这是个语气词啊	个语气词	2
我们不在一个办公室了	一个办公室	那你还要寄送什么推荐信	什么推荐信	6
你下午几点结束	下午几点	这是个语气词啊	个语气词	2
你联系一下我们销售经理	我们销售经理	我去年年底感冒了一次病了一周	去年年底	1
成人比赛全是业余的	业余的	恩我有现成的	现成的	3
我之前有认识另外一位医生	另外一位医生	我们不在一个办公室了	一个办公室	4
我们不在一个办公室了	一个办公室	那我明天早上跟她说吧	明天早上	2
你是不是有车老师的邮箱之类的	车老师的邮箱之类的	你说你们这届的	你们这届的	2
那你俩照什么主题	什么主题	这都不是我的号我换手机号了	我的号	4
我那时候也有	那时候	你几几年的啊	几几年的	1
我再给你买个号	个号	你半个月来一次	半个月	1
机会大把的	大把	我下采购单	采购单	2
你给我报个价吧	个价	我自己减少了和他们的交往	和他们的交往	6
那是旧社会	旧社会	他不适合我结婚对象	我结婚对象	4
你看我身边的老乡	我身边的老乡	我明后天再给教练长打电话	明后天	1
我姐姐说她都这把年纪了	这把年纪	我还得赶点东西	点东西	4
咱们怎么个行程啊	怎么个行程	你去选课网站看下培养计划	选课网站	2
方向和汽车应该没什么关系	什么关系	你的手套还在我这里	我这里	6
你是男的女的呀	男的女的	这个要熊猫的那个	熊猫的那个	3
你明天什么时候面试啊	什么时候	那我这个星期不回去	这个星期	2
你那个专业啊	那个专业	他不是你亲弟弟吧	你亲弟弟	3
很多厂家也会做甲方的工作	甲方的工作	哎这伤心是一时的	一时的	5
你啥时候走	啥时候	你在哪呆多长时间啊	多长时间	4
我回家路上干啥好呢	回家路上	这个领导可能有领导的想法吧	领导的想法	7
我房东下学期有可能搬走	下学期	你啥时来	啥时	1
你几几年的啊	几几年的	老公是华师的	华师的	3
我昨天走了一个半小时	一个半小时	哦我们没有这么多人	这么多人	5
我比较喜欢头脑对抗	头脑对抗	一节课多少钱	多少钱	3
你可以问问其他客户	其他客户	这是个语气词啊	个语气词	2
你什么时候打的电话	什么时候	家里一堆事情	一堆事情	2
你中午回家吃点药吧	点药	他们学了奥数和奥英呀	奥数和奥英	4
你回来不写比赛材料吗	比赛材料	我可没那么多钱	那么多钱	3
所以你先做前期工作	前期工作	我哪有什么关系	什么关系	3
然后你把钱打到我的支付宝	我的支付宝	我还有点佩服你师傅这样的人	你师傅这样的人	6
当权者不能保护自己的国民	自己的国民	我们是小社	小社	3
还是你们在哪里再要一个孩子啊	一个孩子	我刚去看了一下所谓的米和油	所谓的米和油	7
她安排了别的任务	别的任务	自己处理点自己的事情	点自己的事情	4
新条例啥时候能正式施行	啥时候	然后我去欧时力买了个外套	个外套	9
我这是说真话	真话	你还记得你的账号吗	你的账号	4
恩我有现成的	现成的	他知道这个事	这个事	3
新科技服务老传统	老传统	这是同学的婚纱	同学的婚纱	2
你说模块上的接口吗	模块上的接口	我也觉得你们落实啥东西不够好	啥东西	8
这个能不能加点内容	点内容	你可以搜索一下他的文章什么的	他的文章什么的	7
出院科室里面有个床号	个床号	我我很很注意到一个现象	一个现象	7
我说你哥的孩子	你哥的孩子	你还有喜剧天赋了列	喜剧天赋	3
你给我说你什么时候有时间	什么时候	这里有个天伦不不孕不育医院	个天伦不不孕不育医院	3
交流有些障碍了啊	些障碍	我也就这消费水平	这消费水平	3
我可烦俺公公了	俺公公	这个领导可能有领导的想法吧	领导的想法	7
他们学了奥数和奥英呀	奥数和奥英	肠炎也不是什么疑难杂症啊	什么疑难杂症	5
这都不是我的号我换手机号了	我的号	我跟隔壁的用的一根网线	一根网线	7
我这是说真话	真话	你再看一次我的提问	我的提问	5
小孩教育真是一门大学问	一门大学问	我有招行的储蓄卡	招行的储蓄卡	2
方向和汽车应该没什么关系	什么关系	网上有房型图	房型图	3
你们公司叫什么名称	什么名称	我等下写个大概数给你发过去	个大概数	4
他一般不参加我的活动	我的活动	友情是体系外额外的东西	体系外额外的东西	3
这个是家折扣点	家折扣点	你去接触个新人嘛	个新人	4
你看我的签名	我的签名	你不在一早上了	一早上	3
空间技术水平应该没有这个能力的	这个能力	哦我们没有这么多人	这么多人	5
我也不知道他啥时候回来	啥时候	你的手套还在我这里	我这里	6
他是知青子女正在读博士	知青子女	你们是现代版的爱情神话	现代版的爱情神话	3
你男人已经把你当成私有财产了	私有财产	以前我每天早上都路过的	每天早上	3
我跟你同学一个组啊	一个组	我对她高中都没什么印象	什么印象	7
送礼也是个技术活	个技术活	江山惨烂总高潮	总高潮	4
上下水是房间的大头	房间的大头	我现在都没个方向	个方向	5
我房东下学期有可能搬走	下学期	我就没有关心这个问题	这个问题	6
桌面上就有个这个	个这个	我回家路上干啥好呢	回家路上	1
然后我去欧时力买了个外套	个外套	我们也是学前班上了一个私立学校	一个私立学校	9
你这年纪轻轻滴失眠个什么撒	个什么	我上次摸过她孩子的屁股了	她孩子的屁股	5
我也有过这样的经历	这样的经历	要不然谁知道怎么回事	怎么回事	6
访问学者能搞个球	个球	他们在做大事情	大事情	4
他们给我推荐了一个童言国际	一个童言国际	我睡了一觉醒了	一觉	3
附近有个民生银行	个民生银行	你在哪呆多长时间啊	多长时间	4
你得要多长时间	多长时间	我也不知道这事	这事	5
我没见过她老公	她老公	咱部催台上道具什么的	台上道具什么的	3
我也有过这样的经历	这样的经历	俺们这边游击队野战军自己折腾	游击队野战军	4
我七点钟有小组讨论了所以急死了	小组讨论	所以我才有其他想法	其他想法	5
那你寒假什么打算	什么打算	我今天下午困死了	今天下午	1
这是你们的考验	你们的考验	那你明后天回家了再劝劝你妈妈列	明后天	2
心里各种状况或多或少有个预判	各种状况	这就是贫富差距的显现	贫富差距的显现	3
你是骨科的吗	骨科的	我不再是以前的我	以前的我	4
那你还是打印电子版的吧	电子版的	你联系一下我们销售经理	我们销售经理	5
我的微博里好多照片	好多照片	主专业不是我们学院就是学校的	我们学院	5
你给我说你什么时候有时间	什么时候	我还是坐周晨那儿	周晨那儿	4
会员分散啥意思	啥意思	家里一堆事情	一堆事情	2
蜡烛两头烧	两头	你找天来我宿舍拿吧	我宿舍	4
我还有点佩服你师傅这样的人	你师傅这样的人	我去年年底感冒了一次病了一周	去年年底	1
咱俩差不多同时能解脱	差不多同时	你可以去研究这种社会课题了	这种社会课题	6
这恰恰说明了应试教育的好处	应试教育的好处	你再看一次我的提问	我的提问	5
