demon	d_label	d_deleted	d_node	d_parent	test	t_label	t_deleted	start	t_node	t_parent
Stock prices rallied in active trading	Stock prices rallied	in active trading	PP-D2-N3	VP-D1-N1	Repeat customers also can purchase luxury items at reduced prices	Repeat customers also can purchase luxury items	at reduced prices	7	PP-D3-N2	VP-D2-N4
The same factors limiting demand for office space have affected retailing	The same factors limiting demand for have affected retailing	office space	NP-D5-N2	PP-D4-N1	Stock prices fell sharply in active trading	Stock prices fell sharply in	active trading	5	NP-D3-N2	PP-D2-N4
The answer seems perfectly clear	The answer seems	perfectly clear	ADJP-D2-N3	VP-D1-N1	Names are resigning at an even faster pace this year	Names are resigning at an pace this year	even faster	5	ADJP-D5-N1	VP-D2-N2
And the number of stocks hitting new lows far outstrips the number setting new highs	And the number of stocks hitting far outstrips the number setting new highs	new lows	NP-D5-N2	VP-D4-N1	Some banks actually boosted yields on the shortest term CDs in the latest week	Some banks actually boosted in the latest week	yields on the shortest term CDs	4	NP-D2-N4	VP-D1-N2
He temporarily abandoned his search for the Reuters shares	He temporarily abandoned his search	for the Reuters shares	PP-D3-N1	NP-D2-N3	The trend is making advocates of the tax cut less optimistic about success	The trend is making advocates less optimistic about success	of the tax cut	5	PP-D5-N1	NP-D4-N0
South African gold stocks closed moderately lower	South African gold stocks closed	moderately lower	ADVP-D2-N4	VP-D1-N1	Additional cable partners could boost subscribers even further	Additional cable partners could boost subscribers	even further	6	ADVP-D3-N2	VP-D2-N4
The agreement is subject to government approval	The agreement is subject to	government approval	NP-D4-N1	PP-D3-N1	The charge on loans to brokers on stock exchange collateral	The charge on on stock exchange collateral	loans to brokers	3	NP-D2-N3	PP-D1-N1
Manufacturers Hanover had a loss due to a big reserve addition	Manufacturers Hanover had	a loss due to a big reserve addition	NP-D2-N3	VP-D1-N1	No one has alleged that the donations were by themselves illegal	No one has alleged that were by themselves illegal	the donations	5	NP-D5-N0	VP-D2-N3
There is no rational justification for such behavior	There is	no rational justification for such behavior	NP-D2-N2	VP-D1-N1	Now at least one Japanese company is turning the courtroom tables	Now at least one Japanese company is turning	the courtroom tables	8	NP-D3-N4	VP-D2-N5
Many fund managers have boosted their cash levels in recent weeks	Many fund managers have boosted in recent weeks	their cash levels	NP-D3-N1	VP-D2-N4	He reset opening arguments for today	He reset for today	opening arguments	2	NP-D2-N2	VP-D1-N1
The trip from the test tube was not without snags	The trip from was not without snags	the test tube	NP-D3-N3	PP-D2-N1	Yet these figures show only the most visible part of the problem	Yet these figures show only the most visible part of	the problem	10	NP-D4-N5	PP-D3-N1
She was as cool as a cucumber	She was as cool	as a cucumber	PP-D3-N1	ADJP-D2-N2	It lent money to banks and encouraged them to make funds available to brokerage houses	It lent money to banks and encouraged them to make funds available	to brokerage houses	12	PP-D8-N2	ADJP-D7-N1
Tom Herman contributed to this article	Tom Herman contributed to	this article	NP-D3-N1	PP-D2-N3	Details of credit enhancements vary widely from issue to issue	Details of vary widely from issue to issue	credit enhancements	2	NP-D3-N2	PP-D2-N1
The bank is now aggressively marketing retail services at its domestic branches	The bank is now aggressively marketing at its domestic branches	retail services	NP-D3-N3	VP-D2-N4	Two segments posted lower earnings for the quarter	Two segments posted	lower earnings for the quarter	3	NP-D2-N3	VP-D1-N1
Most sleep on the floor	Most sleep	on the floor	PP-D2-N2	VP-D1-N1	Americans place native or native speakers in charge of subsidiaries overseas	Americans place native or native speakers	in charge of subsidiaries overseas	6	PP-D2-N3	VP-D1-N1
Other major players in intimate apparel apparently feel the same way	Other major players apparently feel the same way	in intimate apparel	PP-D2-N1	NP-D1-N0	Current rules permit investors to put up less cash for futures than for stocks	Current rules permit investors to put up less cash than for stocks	for futures	9	PP-D6-N2	NP-D5-N2
But the brand had trouble from the start	But the brand had trouble	from the start	PP-D2-N4	VP-D1-N2	We do not depend on pharmaceutical companies for our support	We do not depend for our support	on pharmaceutical companies	4	PP-D3-N1	VP-D2-N3
We are the producers of that movie	We are the producers of	that movie	NP-D4-N3	PP-D3-N1	The trend is making advocates of the tax cut less optimistic about success	The trend is making advocates of less optimistic about success	the tax cut	6	NP-D6-N2	PP-D5-N1
Our international efforts were far greater than ever before	Our international efforts were	far greater than ever before	ADJP-D2-N4	VP-D1-N1	Manufacturers Hanover had a loss due to a big reserve addition	Manufacturers Hanover had a loss	due to a big reserve addition	5	ADJP-D3-N1	VP-D1-N1
There are a few ramshackle fishing towns with quiet atolls of resort houses nearby	There are nearby	a few ramshackle fishing towns with quiet atolls of resort houses	NP-D2-N2	VP-D1-N1	The tape was on tv before the night was out	The tape was on tv before was out	the night	6	NP-D4-N1	VP-D1-N1
Stock prices edged up in quiet trading Friday	Stock prices edged up Friday	in quiet trading	PP-D2-N4	VP-D1-N1	They note that stocks experienced volatile swings long before futures	They note that stocks experienced volatile swings	long before futures	7	PP-D5-N3	VP-D4-N1
President Reagan vetoed this as a First Amendment violation	President Reagan vetoed this as	a First Amendment violation	NP-D3-N2	PP-D2-N4	Two segments posted lower earnings for the quarter	Two segments posted lower earnings for	the quarter	6	NP-D4-N3	PP-D3-N1
Tom Herman contributed to this article	Tom Herman contributed to	this article	NP-D3-N1	PP-D2-N3	Joanne Lipman contributed to this article	Joanne Lipman contributed to	this article	4	NP-D3-N1	PP-D2-N3
Ashland had a loss	Ashland had	a loss	NP-D2-N2	VP-D1-N1	The joke here is that the Giants lost by de fault	The joke here is that lost by de fault	the Giants	5	NP-D4-N0	VP-D1-N1
Motorola is in good company	Motorola is in	good company	NP-D3-N1	PP-D2-N2	He confers big trading commissions on Wall Street firms	He confers big trading commissions on	Wall Street firms	6	NP-D3-N4	PP-D2-N3
Some banks actually boosted yields on the shortest term CDs in the latest week	Some banks actually boosted yields on in the latest week	the shortest term CDs	NP-D4-N2	PP-D3-N1	Columbia announced the results after the close of the stock market	Columbia announced the results after	the close of the stock market	5	NP-D3-N3	PP-D2-N3
The House bill also distorts economic efficiency in all sorts of perverse ways	The House bill also distorts economic efficiency	in all sorts of perverse ways	PP-D2-N6	VP-D1-N2	The dollar finished at its intraday highs	The dollar finished	at its intraday highs	3	PP-D2-N3	VP-D1-N1
It also could convert glucose from farm wastes into edible protein	It also could convert glucose from farm wastes into	edible protein	NP-D4-N3	PP-D3-N2	Those current holders would also receive minority interests in the new company	Those current holders would also receive minority interests in	the new company	9	NP-D5-N3	PP-D4-N1
They used their judgment	They used	their judgment	NP-D2-N2	VP-D1-N1	The red granite mausoleum draws thousands of visitors daily	The red granite mausoleum draws daily	thousands of visitors	5	NP-D2-N5	VP-D1-N1
The issue here may be the soundness of the guarantee	The issue here may be the soundness	of the guarantee	PP-D4-N1	NP-D3-N4	Baskets of roses and potted palms adorned his bench	Baskets and potted palms adorned his bench	of roses	1	PP-D3-N1	NP-D2-N0
Nausea seems a commonplace symptom	Nausea seems	a commonplace symptom	NP-D2-N2	VP-D1-N1	Current rules permit investors to put up less cash for futures than for stocks	Current rules permit investors to put up	less cash for futures than for stocks	7	NP-D5-N2	VP-D4-N2
Senator Byrd is chairman of the Appropriations Committee	Senator Byrd is	chairman of the Appropriations Committee	NP-D2-N3	VP-D1-N1	The Polish rat will eat well this winter	The Polish rat will eat well	this winter	6	NP-D3-N2	VP-D2-N4
Yet these figures show only the most visible part of the problem	Yet these figures show	only the most visible part of the problem	NP-D2-N4	VP-D1-N2	There was no cost estimate for the second phase	There was	no cost estimate for the second phase	2	NP-D2-N2	VP-D1-N1
Congressmen raised the issue yesterday at a hearing	Congressmen raised the issue yesterday at	a hearing	NP-D3-N4	PP-D2-N4	Chicago has the largest population of citizens of Polish heritage in any city outside Poland	Chicago has the largest population of in any city outside Poland	citizens of Polish heritage	6	NP-D4-N4	PP-D3-N1
The rise matches that of the Dow Jones industrials this year	The rise matches that of this year	the Dow Jones industrials	NP-D4-N2	PP-D3-N1	Demand will come first from programming production companies and then from television stations	Demand will come first from and then from television stations	programming production companies	5	NP-D5-N2	PP-D4-N2
Buyers stepped in to the futures pit	Buyers stepped in to	the futures pit	NP-D4-N1	PP-D3-N1	Two segments posted lower earnings for the quarter	Two segments posted lower earnings for	the quarter	6	NP-D4-N3	PP-D3-N1
They did themselves even more good	They did themselves	even more good	NP-D2-N3	VP-D1-N1	Prospective competition is one problem	Prospective competition is	one problem	3	NP-D2-N3	VP-D1-N1
Rumors of Soviet interest also pushed up the prices of soybean futures contracts	Rumors of Soviet interest also pushed up the prices	of soybean futures contracts	PP-D3-N5	NP-D2-N5	The British government also strongly opposes the charter in its current form	The British government also strongly opposes the charter	in its current form	8	PP-D3-N2	NP-D2-N6
They talked of the home run	They talked	of the home run	PP-D2-N2	VP-D1-N1	Traders attributed the action in them largely to defensive positioning in a volatile market	Traders attributed the action largely to defensive positioning in a volatile market	in them	4	PP-D3-N1	VP-D1-N1
Traders can vary their strategies and execute their orders in any one of them	Traders can vary their strategies and execute in any one of them	their orders	NP-D4-N3	VP-D3-N2	The infusion of activists can bring a clash of cultures	The infusion of activists can bring	a clash of cultures	6	NP-D3-N5	VP-D2-N3
This misguided policy could not prevent a British trade deficit	This misguided policy could not prevent	a British trade deficit	NP-D3-N1	VP-D2-N5	The company is facing a takeover proposal from the financier Sir James Goldsmith	The company is facing	a takeover proposal from the financier Sir James Goldsmith	4	NP-D3-N1	VP-D2-N3
Judith Valente contributed to this article	Judith Valente contributed	to this article	PP-D2-N3	VP-D1-N1	His interest in the natural environment dates from his youth	His interest in the natural environment dates	from his youth	7	PP-D2-N3	VP-D1-N1
